name,slug,url,logo_url,countries,categories,tags,description,developer_name,developer_email,developer_url,developer_phone,avg_rating,total_ratings,pricing
Order Confirmation,3042,https://apps.zid.sa/en/application/3042,https://media.zid.store/apps/74c63504-56e4-4c71-8cbc-997fdd22acf8.jpg,Saudi Arabia,Operations,Paid,"The “Recorded Calls to Confirm Orders” application is the ideal solution to save a lot of wasted time and effort and confirm your customers’ orders in the easiest way for you as well as for them. It's a win-win investment for both of you!

Why waste your employees' time or have to pay extra costs to call center agents to organize your customers' requests! Get one application that organizes all these requests for you and saves you a lot.

**How is it done?**

Once your customer places an or",Innocalls,support@innocalls.com,https://platform.innocalls.com/api/zid-oauth/auth,,5,0,From SAR 115.00 / 1 Month
taid,3076,https://apps.zid.sa/en/application/3076,https://media.zid.store/apps/67c632b2-7c6a-44cd-8211-92d3c1d276bf.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Placer is the brand of Tayed Logistics Services Company, which specializes in providing transportation, storage, packaging and packaging solutions led by a professional team to keep pace with challenges with the required skill.",placer,info@placersa.com,https://placer.logestechs.com/login,+966920031137,5,0,Free App
Medad,3082,https://apps.zid.sa/en/application/3082,https://media.zid.store/apps/703bdffb-afb0-4662-80aa-efe59f4a11ae.png,Saudi Arabia,Accounting,Free; Trial,"**Integrate your online store with Medad accounting system**


**App Services**

Activate integarting your online store with Medad. This enables you to automate data entry and synchronize sales, inventory and customers. It will eliminate manual entry errors and save time so you can focus on what's most important - taking care of your customers and increasing your sales.

The process of integrating with Medad accounting system enables you to issue the VAT return with a click of a button.
",Medad,info@MedadERP.com,https://www.medaderp.com/,,5,0,14 Day Free Trial
TuskUp,3083,https://apps.zid.sa/en/application/3083,https://media.zid.store/apps/41bec60e-b555-4de5-8fa3-b3182b4d5a39.png,Saudi Arabia,Marketing,Free; Trial; Embedded,"💡 تخيّل أنك تزيد مبيعاتك بدون جهد إضافي!
تاسك أب هو الحل الذكي لرفع قيمة السلة في متجرك الإلكتروني. بمجرد أن يفتح العميل صفحة السلة، تظهر له نافذة منبثقة (Pop-up) تقترح عليه منتجات أو تصنيفات مكمّلة بناءً على اختياراتك. 
هذا التحفيز الذكي يدفع العميل لإضافة المزيد من المنتجات قبل إتمام الطلب، مما يعني زيادة في قيمة السلة، وبالتالي ارتفاع مباشر في مبيعاتك.

🎯 مميزات تضعك في المقدمة:
* اقتراحات مخصصة: اختر منتجات وتصنيفات محددة لعرضها في النافذة.
* تحليلات دقيقة: تابع عدد المرات التي أُضيفت ",Apps Bunches,Apps@appsbunches.com,https://tuskup.appsbunches.com/,,5,0,3 Day Free Trial
Road logistics,3096,https://apps.zid.sa/en/application/3096,https://media.zid.store/apps/7b1e77ac-0c0a-417c-9018-d98b1f57adb2.jpg,Saudi Arabia,Shipping & Fulfilment,Free,In 2011 Road Logistics Company was established which is a transportation company specializing in refrigerated and frozen transportation We seek leadership in providing refrigerated transportation services and logistical support for food products and medical and cosmetic products,Road logistics,it@roadco.com.sa,https://www.roadco.com.sa/,+920007387,5,0,Free App
Boost,3111,https://apps.zid.sa/en/application/3111,https://media.zid.store/apps/ad49dfec-7a1b-4edd-b0d2-ff0de556bcef.svg,Saudi Arabia,Marketing,Paid,"Boost App increases your store sales by adding customized marketing product lists to various sections of your store's pages to boost sales. Create unlimited marketing campaigns to link specific products with recommended products for purchase, appearing in multiple places like within the product page or in the quick cart, or targeting shoppers through significant events such as a pop-up window after adding a product to the cart.

The app's control panel offers multiple customization options for",Small Details,info@smalldetails.sa,https://apps.smalldetails.sa/boost,,5,4,From SAR 460.00 / 3 Months
Medical Support For Logistics,3124,https://apps.zid.sa/en/application/3124,https://media.zid.store/apps/886f5900-f095-4a08-8cba-34378f8dcb8c.png,Saudi Arabia,Shipping & Fulfilment,Free,"Integrated logistics services for online stores
(Order management - order processing - order packaging - shipping)",Faisal Alasad,f.alasad@msct.sa,https://msct.sa/#/home,+966500015110,5,0,Free App
Leajlak,3139,https://apps.zid.sa/en/application/3139,https://media.zid.store/apps/69662f12-a17b-46b1-9ad4-ed9f83e70ee1.png,Saudi Arabia,Shipping & Fulfilment,Free,"Lajlak Logistics, a Saudi national company founded in 2020 with a team of experts in the field of logistics services who collaborate to provide innovative and digital logistics solutions to enhance integration and consumption for our partners (restaurants, cafes, home bakers, etc.)",Leajlak,tech@4ulogistic.com,https://www.leajlak.com/,+966543920966,5,0,Free App
Fast Cloud,3149,https://apps.zid.sa/en/application/3149,https://media.zid.store/apps/130f2bf4-35e3-4736-a70c-bbc213620710.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"our serves:
Instant delivery
Manage all sales outlets for your store
Inventory Management
Order processing
Rewind management
Invited cities:
Riyadh (2-4 hours)
Rest of the saudi (2-4 days)",Fastcoo,fastcloud.sa@gmail.com,https://www.instagram.com/fastcloudsa,+966534080239,5,0,Free App
Qoyod From Fai,3158,https://apps.zid.sa/en/application/3158,https://media.zid.store/apps/3347a207-5f44-40b4-ae19-5ab5a337b3e3.png,Saudi Arabia,Accounting,Free; Trial; 25% discount,"**Connect your store with Qoyod:**

Activate linking your online store with Qoyod using the Fai Sync tool. 
You can automate data collection and sync sales and inventory with us. By using Fai Sync, which specializes in connectivity, you will be able to facilitate and automate processes, eliminate manual errors, and save time and effort in processing and relaying processes so that you can focus on increasing your sales.

If you are subject to Phase 2 of electronic invoicing, feel free to con",Fai,hello@fai.sa,https://sync.fai.sa/ap/zid/app/742afd5d-978a-4182-a49c-0ffa1820f928/redirect/,,5,3,7 Day Free Trial
Oracle NetSuite intg,3165,https://apps.zid.sa/en/application/3165,https://media.zid.store/apps/8e415b93-cf77-4a71-afe0-86f9dcf9e5f4.png,Saudi Arabia,Accounting,Paid,"The Reachware platform offers you to link the following data between your store at Zid and the NetSuite system:

**1. orders :**

The Reachware platform automates sales and ordering processes and links them to the NetSuite system
**2. products :**

The Reachware platform automates and connects products from the NetSuite system to your store in Zid

**3. Stock update:**

The Reachware platform automates and links inventory movements from the NetSuite system to your store in Zid


**",Reachware,marketplace@reachware.com,https://www.netsuite.com,,5,0,"From SAR 4,025.00 / Annually"
Xero Integration,3168,https://apps.zid.sa/en/application/3168,https://media.zid.store/apps/e7788e5a-6768-4198-a5a4-d5389c944cd9.png,Saudi Arabia,Accounting,Paid,"The Reachware platform offers you to link the following data between your store at Zid and the Xero system:

**1. Orders :**

The Reachware platform automates sales order processes and integrate them to the Xero system

**2. Payment :**

The Reachware platform automates and connects the payment from Zid to your accounting system Xero


**Integration steps:**

**1.** Subscribe to the appropriate package for your business.

**2.** Agree to the permissions and install the application",Reachware,marketplace@reachware.com,https://www.xero.com/,,5,0,"From SAR 4,025.00 / Annually"
Quickbooks Integration,3174,https://apps.zid.sa/en/application/3174,https://media.zid.store/apps/69208898-9738-42f0-86fe-0b6fd86ca517.png,Saudi Arabia,Accounting,Paid,"Using the Reachware platform specialized in integration, you can facilitate and automate operations in both Zid and QBO systems. It helps improve your business experience with direct synchronization of customers and immediate order statuses and payment accurately. It also helps you save effort and time by automatically synchronizing order, in simple and easy steps.

The Reachware platform offers you to link the following data between your store at Zid and the QBO system:

**1.**  **Orders :*",Reachware,marketplace@reachware.com,https://accounts.intuit.com/,,5,0,"From SAR 4,025.00 / Annually"
Odoo Integration,3176,https://apps.zid.sa/en/application/3176,https://media.zid.store/apps/e45eb451-9f11-4157-b5cf-e41c78f41035.png,Saudi Arabia,Accounting,Paid,"The Reachware platform offers you to link the following data between your store at Zid and the Odoo ERP system:

**1.**  **Orders :**

The Reachware platform automates sales and ordering processes and links them to the Odoo system

**2.** **Products :** 

The Reachware platform automates and connects products from the Odoo ERP system to your store in Zid

**3.** **Stock update :**

The Reachware platform automates and links inventory movements from the Odoo ERP system to your store i",Reachware,marketplace@reachware.com,https://www.odoo.com/,,5,0,"From SAR 4,025.00 / Annually"
Pearls Towers for Logistic Services Est | Shipping only,3198,https://apps.zid.sa/en/application/3198,https://media.zid.store/apps/8e9fbcdf-8796-4dff-a4f5-76450d7fd6a2.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Pearl Towers Logistics Services is one of the facilities that works in the field of storing, packaging and delivering parcels in the Kingdom of Saudi Arabia, and its main headquarters is in the city of Jeddah.",Pearl Towers,logistic@pearlstowers.com,http://ptl.logistichs.com,+966547476768,5,0,Free App
Pearls Towers for Logistic Services Est | Shipping and fulfillments,3200,https://apps.zid.sa/en/application/3200,https://media.zid.store/apps/efeb9639-c371-4dab-b3ad-72751233d29b.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Pearl Towers Logistics Services is one of the facilities that works in the field of storing, packaging and delivering parcels in the Kingdom of Saudi Arabia, and its main headquarters is in the city of Jeddah.",Pearl Towers,logistic@pearlstowers.com,http://ptl.logistichs.com,+966547476768,5,0,Free App
Salasa Dark Store,3207,https://apps.zid.sa/en/application/3207,https://media.zid.store/apps/0a7e215b-7144-4549-9c40-2b895c67dcd2.png,Saudi Arabia,Shipping & Fulfilment,Free,Introducing Dark Store: Your go-to solution for lightning-fast order fulfillment. Bring your stock to our Dark Stores and experience seamless 2-hour delivery. Join now and revolutionize your e-commerce game,Salasa,help@salasa.co,https://salasa.co/,+966920029928,5,0,Free App
sahm,3218,https://apps.zid.sa/en/application/3218,https://media.zid.store/apps/36d39a1a-302d-4aac-b613-0a6842a0a45e.jpg,Saudi Arabia,Shipping & Fulfilment,Free,Sahm Company provides delivery and shipping of Ecommerce orders and logistical support for small medium and large businesses such as delivering products and electronic store shipments to the customers door with high efficiency and lower cost,saham,info@sahamksa.com,https://sahamksa.com/ar,+966555639795,5,0,Free App
Canary,3230,https://apps.zid.sa/en/application/3230,https://media.zid.store/apps/c2c913bc-88c2-4308-a8e3-e58f22da2e8b.png,Saudi Arabia,Marketing,Free; Trial,"Canary - The Smart Companion for Entrepreneurs in the Zid



E-commerce relies on e-relationships, communication, interaction, and e-targeting of customers. Canary is the entrepreneurial partner tweeting a unique tune for each customer, intelligently targeting them, making them feel special and importance, and leverage relationship.


Our vision at Canary is to maintain leadership in the field of automated marketing, challenge ourselves, and surpass the boundaries of what our customers ne",Canary,hello@canarysa.com,https://canarysa.com/,,5,0,7 Day Free Trial
Giad Logistics,3242,https://apps.zid.sa/en/application/3242,https://media.zid.store/apps/8e5b9913-27b0-499f-9d28-e78e0f56d69a.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"At Giad Logistics we offer a comprehensive range of solutions tailored to meet our
clients diverse needs
We offer speedy and dependable delivery services for your shipments
within Riyadh and between cities in the Kingdom, ensuring timely arrival To
enhance your comfort and that of your customers",Giad Logistics,Info@giadlogistics.com,https://giadlogistics.com,+966591542309,5,0,Free App
Delivery Support,3271,https://apps.zid.sa/en/application/3271,https://media.zid.store/apps/16029a15-d374-4629-9724-e8b8bb2c2b79.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"We provide a wide range of logistics solutions. 
Our solutions include warehousing, fulfillment and parcel delivery, door to door delivery, dry and cold delivery.",Delivery Support,Info@deliverysupport.sa,https://www.deliverysupport.sa/,+966920013097,5,0,Free App
Taqrer,3272,https://apps.zid.sa/en/application/3272,https://media.zid.store/apps/069d568c-0c39-4954-a6ac-a5e9fcd96837.jpg,Saudi Arabia,Marketing,Paid,"Taqrer is a smart and integrated tool that enables nonprofit organizations to manage their relationships with donors effectively. The app focuses on enhancing the donor experience and ensuring sustainable support through:

Donor behavior analysis provides detailed analytical tools to highlight donation patterns, preferred time periods, and the most effective donation channels.

Transparent reporting allows nonprofits to create professional reports that showcase the impact of donations on pro",Trust solutions for it,hi@taqrer.net,https://taqrer.net/,,5,0,"From SAR 6,900.00 / Annually"
Starlinks Fulfillment and Delivery,3280,https://apps.zid.sa/en/application/3280,https://media.zid.store/apps/abc03b05-c248-4521-81a1-df5387929896.jpg,Saudi Arabia,Shipping & Fulfilment,Free,Starlinks offers integrated solutions including storage order fulfillment and delivery across all cities in the Kingdom Enjoy same day delivery within the merchants city and 2 to 3 day delivery to major cities with real time tracking and a wide distribution network,Starlinks,customer-service@starlinks-me.com,https://www.starlinks-me.com/,+9668003044433,5,0,Free App
Auto Gold Price,3288,https://apps.zid.sa/en/application/3288,https://media.zid.store/apps/ea8304c5-8538-40cb-873e-1d51deca5e28.png,Saudi Arabia,Accounting,Free; Trial,"Gold and silver store owners on the Zid platform face a major challenge in constantly updating their product prices to keep up with the momentary fluctuations in the prices of precious metals such as gold and silver. This requires a manual process that may lead to errors or delays in updating prices, exposing them to significant financial losses.

Therefore, we are pleased to present to you the Gold Price Updater, an instant tool that completely eliminates this problem and allows gold and silv",Lavana Co,info@alex-sa.dev,https://autogoldprice.gold,,5,0,60 Day Free Trial
Easy Delivery,3299,https://apps.zid.sa/en/application/3299,https://media.zid.store/apps/76e176d1-2c2e-4ea0-ad17-8d5b8898cd94.png,Saudi Arabia,Shipping & Fulfilment,Free,"We are a fast delivery company in Riyadh
Delivery time: between 2 or 3 hours
Service cost: starts from 16 SAR for regular delivery and 20 SAR for express delivery
Distribution areas: All areas in Riyadh
Our services:  Order tracking 24 per 7, customer support, instant delivery",Easy Delivery,support@easydlivery.com,https://easydlivery.com/,+966556306577,5,0,Free App
Staiship,3301,https://apps.zid.sa/en/application/3301,https://media.zid.store/apps/bd455809-fdf8-473a-94d3-fdbab1f8606d.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"StaiShip, operates a rapid delivery network across Saudi Arabia cities, committed to efficient, customer-focused logistics.",Staiship,CS@staiship.com,https://staiship.com/,+9668001188000,5,0,Free App
Info Sender,3309,https://apps.zid.sa/en/application/3309,https://media.zid.store/apps/d90f5c78-07be-4130-9897-fd2fa5d52b29.jpg,Saudi Arabia,Marketing,Paid; Embedded,"**INFO SENDER**
Official WhatsApp Business Solution Partner

**Automate and scale your WhatsApp communication:**
✓ Send bulk messages & campaigns via WhatsApp API
✓ AI-powered chatbot for instant customer replies
✓ Seamless integration with Zid stores

**How to Install:**
1️⃣ Subscribe – Sign up on our website
2️⃣ Account Setup – Our team will activate your access
3️⃣ Log In – Use your credentials on our platform
4️⃣ Install – One-click setup to connect with Zid

Start selling smar",Mostafa,manager@info-sendr.com,https://info-sender.com,,5,0,From SAR 345.00 / 1 Month
ONYX ERP INTEGRATION,3311,https://apps.zid.sa/en/application/3311,https://media.zid.store/apps/ff50caf4-eea8-421b-a0c6-18fbbc88155a.jpg,Saudi Arabia,Accounting,Free; Trial,"**Introduction**
The ONYX INTEGRATION application is a tool designed specifically for users of the Zid e-commerce platform, aiming to enhance the efficiency of business operations through easy and flexible integration between the Onyx ERP system and the merchant's electronic store on the Zid platform for electronic stores.

**Application services**:
The application provides a set of services including:

- Data synchronization: ensuring continuous updating of products and inventory.
- Orde",Ultimate solutions,int.unit@ultimate-sa.com,https://www.ultimate-sa.com,,5,0,1 Day Free Trial
whatsapp button,3348,https://apps.zid.sa/en/application/3348,https://media.zid.store/apps/ff0d62d8-f69c-44d3-86b3-a262bbab7d87.png,Saudi Arabia,Customer Support,Free; Embedded,"The application allows you to display the WhatsApp button in the store with complete customization so that the button matches the store design and the theme used.

**Application features**

**-** Direct and easy activation with just one step

**-** Preview button before publishing

**-** Customize the location of the button

**-** Customize the button design


**Activate the application**

**1.** Subscribe to the appropriate package

**2.** Click on the application activation bu",wabutton,support@wabutton.com,https://wabutton.com/login,,5,0,Free Plan Available
DELEFAST,3355,https://apps.zid.sa/en/application/3355,https://media.zid.store/apps/e04698d0-1048-4655-9dfe-4a479666bca1.jpg,Saudi Arabia,Shipping & Fulfilment,Free,DELEFAST provides express delivery service on the same day within the customer city from door to door with payment service through professionally trained delegates to maintain the safety of products.,DELEFAST,korbi.express@gmail.com,https://delefast.wuiltsite.com/,+966532415425,5,0,Free App
TASIL,3358,https://apps.zid.sa/en/application/3358,https://media.zid.store/apps/de30d2b8-ab17-443d-b69a-a4404f4d220b.jpg,Saudi Arabia,Shipping & Fulfilment,Free,We are providing last mile and Fulfillment Services,Tasil,info@tasil.sa,https://tasil.sa,+966560601105,5,0,Free App
Karam AI Assistant,3363,https://apps.zid.sa/en/application/3363,https://media.zid.store/apps/d076ac1c-3a58-4dc7-85f0-818468c7d0af.png,Saudi Arabia,Customer Support,Free; Trial,"Increase your e-commerce sales and enhance customer support with Karam, designed for exceptional efficiency and effectiveness.

**Our Services**

**- Boost Sales with Proactive Engagement:** 

Karam not only responds to inquiries but also proactively engages with customers, anticipating their needs and offering solutions before the customer even asks. This proactive approach not only enhances the customer experience but also significantly increases conversion rates by keeping customers eng",Karam AI,admin@karamai.com,https://karamai.co/?utm_source=zid-app&utm_medium=referral,,5,0,7 Day Free Trial
Sada,3374,https://apps.zid.sa/en/application/3374,https://media.zid.store/apps/39bf4aee-2d56-479d-be9c-7ec3b99ecdfa.png,Saudi Arabia,Shipping & Fulfilment,Free,"We work within the city of Riyadh:
At a price of 17 riyals, including vat, your packages will be delivered within 24 working hours It is necessary to contact us via the service number by phone or via the WhatsApp feature before installing the application so that we can receive your requests",Sada,info@sada-sa.online,https://sada-sa.online/,+966550941765,5,0,Free App
Alimtiaz,3376,https://apps.zid.sa/en/application/3376,https://media.zid.store/apps/98160847-377d-4a79-8ea0-0635f386d518.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Tawseel Al Imtiaz Company is one of the emerging entities in the field of supply chain management and logistics, providing an integrated and innovative solution to its valued customers. We combine extensive experience and professional services to meet market challenges .",Masa,Support@alimteyaz.com.sa,https://alimtiaz.logestechs.com/login,+966503965827,5,0,Free App
Shorages,3392,https://apps.zid.sa/en/application/3392,https://media.zid.store/apps/eca620ef-b117-48a1-9b20-aa4b620bbab9.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Shorages originated after our e-commerce store faced storage issues. We designed a solution for seamless regional storage and fulfillment, simplifying e-commerce logistics for businesses and individuals.",Shorages,bugz@shorages.com,https://www.shorages.com/,+971507643830,5,0,Free App
EZHALHA,3423,https://apps.zid.sa/en/application/3423,https://media.zid.store/apps/20bb88b8-9866-402b-85a9-5445f0e20af4.svg,Saudi Arabia,Shipping & Fulfilment,Free,EZHALHA: Streamlined e-commerce logistics. Accurate order management. Simplified inventory solutions. Empowering merchants for brand growth and customer satisfaction.,810ths for logistics,info@Ezhalha.co,https://ezhalha.co/,+966573882843,5,0,Free App
SPL,3445,https://apps.zid.sa/en/application/3445,https://media.zid.store/apps/212727d3-1f78-4eb8-9b45-dc05e17c3d30.png,Saudi Arabia,Shipping & Fulfilment,Free,"Saudi Post Logistics (SPL) is a leading logistics provider in Saudi Arabia, offering competitive logistics solutions and a seamless, exceptional e-commerce experience for its customers.",SPL,Care@SPLonline.com.sa,http://www.splonline.com.sa,+966112898888,5,0,Free App
Flow I Express shipping,3466,https://apps.zid.sa/en/application/3466,https://media.zid.store/apps/52e83eba-02e6-4db7-8395-aebd525b0397.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"This option is for small parcels below 50 KG.
Founded in 2014, Flow is a leading supply chain solutions provider that is disrupting the market with innovative end-to-end solutions powered by robust logistics infrastructure and technology solutions.",Flow Express,aseem.lulkifily@flowpl.com,https://www.flowpl.com/,+966582908411,5,0,Free App
Multi Horizons Logistics,3471,https://apps.zid.sa/en/application/3471,https://media.zid.store/apps/9c30ec3a-22bd-42f8-8643-eeea0eeaf152.png,Saudi Arabia,Shipping & Fulfilment,Free,"We offer cutting-edge logistical solutions utilizing refrigerated warehouses authorized by SFDA, tailor-made to cater to E-commarce our services including:

Organized storage operations
Packaging and order preparation
Dashboard for monitoring operations
Shipping across all regions of the Kingdom
COD",MHL Logistics,info@multihoizonsa.com,https://multihorizonsa.com/,+966575700556,5,0,Free App
Nabd,3508,https://apps.zid.sa/en/application/3508,https://media.zid.store/apps/01f17add-cba6-405b-873c-2325a70963a2.png,Saudi Arabia,Analytics & Reporting,Free; Trial; Embedded; 40% discount,"Discover the Power of Your Store's Data with Your Smart Analysis Assistant.

Nabd AI is an intelligent e-commerce analytics and reporting application that leverages advanced GPT technology, acting as your smart assistant to easily and accurately manage and analyze your store's data.

**Our Services:**

**Smart Analysis**: Utilize GPT technology for instant natural language analysis.

**Informed Decisions**: Enhance your business strategies with accurate data.

**Advanced Reports**: Cre",DomesticLabs Inc,support@domesticlabs.io,https://app.nabdai.com/dashboard,,5,0,3 Day Free Trial
4Whats Application,3510,https://apps.zid.sa/en/application/3510,https://media.zid.store/apps/551d9099-ac2f-4091-a0da-35309e3f4d85.png,Saudi Arabia,Marketing,Free; Trial,"**4whats** service enables you to send activation codes, request statuses, and alerts to your customers, in addition to creating promotional advertising campaigns with ease.

1-The first step is to install **4WhatsApp** application in your store to enjoy the experience of our distinctive services.

💡 A full-week trial period with 500 free messages awaits you! 🌟

2-The second step is to log in to your account in the control panel of **4WhatsApp** application

3-The third step requires lin",Valinteca,info@4whats.net,https://apps.4whats.net/,,5,0,7 Day Free Trial
Logix App,3525,https://apps.zid.sa/en/application/3525,https://media.zid.store/apps/2bda658a-cc8f-44f2-a313-8ac1fe2dc7fe.jpg,Saudi Arabia,Accounting,Free; Trial,"**Logix ERP: Over 60 Integrated Systems in One Place**

Logix is a cloud-based ERP system that adheres to high standards and is approved by the Zakat, Tax and Customs Authority. It offers a comprehensive set of accounting services and advanced smart solutions that efficiently meet the needs of customers.
**Our Services:**
- **Comprehensive Accounting Program**
  - **Financial Accounts Management**: Accurately track all financial transactions and smoothly monitor balances.
  - **Budget Prep",Logix,INFO@SS4IT.COM.SA,https://erp.ss4it.com.sa/Apps/Integra/Apps/RedirectClient.aspx,,5,1,14 Day Free Trial
Abar,3526,https://apps.zid.sa/en/application/3526,https://media.zid.store/apps/c072ad9e-6aa7-4821-95dd-78efdec22b6a.png,Saudi Arabia,Shipping & Fulfilment,Free,"Welcome to Abar, your trusted partner in logistics and delivery solutions. Abar specializes in providing efficient and reliable same-day and on-demand delivery services tailored for e-commerce platforms and retail stores.",ABAR,info@abarexpress.com,https://abarexpress.com/,+966575137070,5,0,Free App
Gplexpress,3538,https://apps.zid.sa/en/application/3538,https://media.zid.store/apps/4cd86f2b-c319-4921-9e65-c3e251de6236.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Live tracking of shipments throughout the day
Multiple payment options suitable for online stores
Door to Door shipping and delivery service.
Fast delivery from 2 to 6 hours
Payment service upon receipt
Fast money transfers
Free return service",Gplexpress,operation@gpl.express,https://www.gplexpress.net/lander,+966537667783,5,0,Free App
Klaviyo integration,3539,https://apps.zid.sa/en/application/3539,https://media.zid.store/apps/e1672921-82a9-42b5-9a4f-efc3a917c701.png,Saudi Arabia,Marketing,Paid; Embedded,"klaviyo is an easy-to-use e-marketing platform that enables you to send emails and SMS messages that increase the conversion rate of your online store visitors into loyal customers using custom events that the customer performs within your store.

**Data Synced with the Zid Integration:**

**1. Abandoned Cart**
	This event is tracked when a customer leaves items in their cart and just logs out of their account.

**2. Active on Site**
	This event is tracked when a customer (previously coo",Zid App Market,appmarket@zid.sa,https://automarketing2.zid.dev,,5,0,From SAR 998.00 / 6 Months
Moatmt Bot Whatsapp,3542,https://apps.zid.sa/en/application/3542,https://media.zid.store/apps/353829d2-9e49-4292-8d7e-4f4cf1f05fb5.png,Saudi Arabia,Marketing,Free; Trial; 10% discount,"Moatmt Bot: The Revolutionary Way to Connect Instantly with Your Customers on WhatsApp


Streamline customer communication with Moatmt Bot, the groundbreaking app that seamlessly integrates your e-commerce store with WhatsApp, the world's most popular messaging platform.


Empower Your Customer Experience with Moatmt Bot's Unparalleled Features:


Real-time Interactive Alerts: Instantly deliver order notifications (new customer registration, order creation, pending review, delivery upda",Automated for modern technology,support@moatmt.sa,https://moatmt.sa/login,,5,11,5 Day Free Trial
Wepik Express,3558,https://apps.zid.sa/en/application/3558,https://media.zid.store/apps/f772880f-d8cb-430c-9938-166afeab6bbc.jpg,Saudi Arabia,Shipping & Fulfilment,Free,"Wepik for Logistics Services is a company specialized in providing logistical support and providing distinguished services that comply with the standards of this era in terms of speed of delivery, punctuality, high quality and flexibility in meeting renewable needs.",Wepik Express,info@wepikexpress.com,https://wepikexpress.com/,+966544950566,5,0,Free App
InvoiceQ,3559,https://apps.zid.sa/en/application/3559,https://media.zid.store/apps/fdf75be1-c33d-4223-8ed7-10ee52b2ba6d.png,Saudi Arabia,Operations,Free; Trial; Embedded,"**1. Application Overview**
InvoiceQ is a fully integrated e-invoicing application within the Zid Marketplace, compliant with ZATCA’s Phase I (Generation Phase) and Phase II (Integration Phase). It allows Zid merchants to generate, manage, and send electronic invoices that meet all regulatory requirements, including proper formatting, QR codes, and more.
By installing InvoiceQ directly from the Zid Marketplace, merchants can handle their entire invoicing process without leaving the Zid platfor",InvoiceQ,support@invoiceq.com,https://ksa.invoiceq.com,,5,0,10 Day Free Trial
Baseera AI,3561,https://apps.zid.sa/en/application/3561,https://media.zid.store/apps/9a1265f1-96a9-45e4-ad6b-0e887a110381.png,Saudi Arabia,Marketing,Paid; Embedded,"## Describe your store's products with one click##

Generate attractive descriptions of your products by analyzing your product images via AI techniques based on the latest version of OpenAI

**Multiple writing methods**

**-** **Line style:** Create a detailed and comprehensive description in the form of an article.

**-** **Point style:** Generate a short and organized description in the form of points.

The application offers an easy and simple user interface, where you can enter pr",DomesticLabs Inc,support+baseera@domesticlabs.io,https://app.baseeraai.com/dashboard?zid,,5,0,From SAR 113.85 / 1 Month
OXO,3565,https://apps.zid.sa/en/application/3565,https://media.zid.store/apps/63516ee7-4cb0-40be-bebc-de72b660f060.png,Saudi Arabia,Inventory management,Free; Trial,"**OXO App** is used to sync the inventory of OXO and your Zid E-Commerce to help customers run their business and manage their inventory seamlessly without worrying about inventory on site and online.

**Key Features:**
* Sync inventory 
* Sync product prices 
* Sync sales invoices 

**Integration Steps:**
* Subscribe to the OXO platform.
* Make sure you are logged into the OXO system.
* Download the OXO app and connect directly.

Note : OXO is a paid service, to use this App you hav",OXO,info@oxo.sa,https://oxo.sa,,5,0,14 Day Free Trial
Be One Express LM,3574,https://apps.zid.sa/en/application/3574,https://media.zid.store/apps/f7c5884b-7217-4c89-822a-3270db28b87e.png,Saudi Arabia,Shipping & Fulfilment,Free,"BeOne Express Company is an experienced logistic service provider based in Saudi Arabia that is big enough to handle all your logistics needs and specialized services. We treat both our customers and associates equally, fairly, and with respect.",beone express,h.ahmed@beone.sa,https://beoneexpress.com/,+966564347452,5,0,Free App
Tooliify Plus,3580,https://apps.zid.sa/en/application/3580,https://media.zid.store/apps/425cda4a-da5c-4d21-a6ec-9ebc91b82b72.png,Saudi Arabia,Productivity,Paid,"**Tooliify: All-in-One Solution**
Tooliify is the comprehensive solution to enhance and develop your online store, thanks to a wide range of customizable marketing tools that help boost customer engagement and increase sales. You can reduce expenses and make the most out of our tools that build trust and encourage customers to complete their purchases.

**Why Tooliify?**

* Customizable Add-ons: All Tooliify add-ons are fully customizable to match your store's identity and colors, ensuring ",Madar Technical Solutions FZC,info@tooliify.com,https://tooliify.com,,5,0,From SAR 230.00 / 1 Month
Eirady,3601,https://apps.zid.sa/en/application/3601,https://media.zid.store/apps/3bac295d-8239-4da2-9ba1-7a8213549e26.jpg,Saudi Arabia,Accounting,Free; Trial,"How Eirady Helps Merchants:

**Our Services**

**-** Compliance with Regulations:

Eirady ensures that your business remains compliant with the latest tax and regulatory requirements, reducing the risk of fines and legal issues.

**-** Simplified Invoicing:

Generate electronic invoices quickly and accurately, ensuring all transactions are documented and easy to track.

**-** Financial Management:

Access comprehensive financial reports that provide insights into your business perf",Dafater,mahmoud.saleh@dafater.sa,https://dafater.sa/eirady/,,5,0,1 Day Free Trial
